,sentence,sector
627,"In the bordering state of Assam, the lifeline block is capped at 30 units and the tariff is Rs 2.75 a unit.",8
628,"The cap for low voltage (LV) users in West Bengal is 350 units, with tariff averaging at Rs 5.69 a unit.",8
629,"For the same category, the tariff is Rs 4.59 a unit in Assam.",8
630,"When it comes to medium voltage (MV) consumers, the tariff is Rs 6.97 a unit in West Bengal, and Rs 3.25 a unit in Assam.",8
631,"High voltage (HV) consumers or factories in West Bengal pay Rs 6.13 a unit, while in Assam it is Rs 4.18 a unit",8
632,A new element in the revised electricity tariff is that rural consumers are provided free electricity for first 100 units for the next three years.,8
633,This was done to encourage the rural community to use electricity to cut down use of firewood for environmental and health reasons.,8
634,5.8.2  Key Challenges,8
635,The high upfront investment costs required for developing hydro-power projects pose significant challenge in terms of raising financing for the project.,8
636,The Government of India has agreed to provide the required financing and also buy any surplus power through the Umbrella Agreement on Development of Hydropower Projects signed between the two governments in 2006 and a Protocol to the 2006 agreement signed in 2009.,8
637,The pace of hydropower project development will however depend on the availability of financing.,8
638,The extensive rural electrification programme to supply electricity to all households through grid and non-grid supply carried out since the Sixth Plan has resulted in substantial increase in number of domestic consumers and the demand for electricity.,8
639,"Maintaining the balance between the needs of domestic consumption and export earnings, meeting the demand by households and industries, and the cost of electricity supply and viability of tariff levels will be a challenge till new hydropower projects are commissioned.",8
640,"Other challenges that need to be addressed include infrastructure development, system reinforcement and human resource capacity.",8
641,"Glacial Lake Outburst Floods (GLOF) - Bhutan is home to 677 glaciers and 2,674 glacial lakes (Second National Communication, 2011).",8
642,"A recent study by Japan International Cooperation Agency (JICA) revealed that there are 2 potentially dangerous lakes, Thorthormi and Raphstreng, contrary to the figure of 25 lakes reported by International Center for Integrated Mountain Development (ICMOD) in 2001.",8
643,The report indicates that the two lakes are about 30 meters apart separated by a shrinking moraine dam.,8
644,If the barrier is broken the water body from Thorthormi would flow into Raphstreng creating the threat of a possible outburst flood.,8
645,The combined volume of water from these two lakes are projected to produce about 53 million cubic metres which would cause a flood three times more powerful than the 1994 flood in Punakha from Luggye lake.,8
646,"However, the risk has been reduced substantially after the mitigation works undertaken in the Tenth Plan.",8
647,5.8.3  Sector Key Result Areas,8
648,5.8.4  Strategies,8
649,Enhancing institutional and human capacity will be a critical strategy.,8
650,"The energy sector's capacity to design, build, operate and manage hydropower projects will be developed through human resource development.",8
651,"Since hydro-meteorological services play an important role in development of hydroelectric projects, capacity to collect, analyses and interpret hydro-meteorological data will be strengthened.",8
652,Other issues such as the benefits of separating transmission and distribution utilities and feasibility of establishing a Power Trading Company will be explored.,8
653,"Development of sustainable energy allocation policy - With the commissioning of new hydropower projects in the next few years, Bhutan's firm power will be enhanced substantially.",8
654,"To prepare for the optimum utilization of firm power that would be available and to plan for clean green industrial development, energy allocation policy will be formulated.",8
655,"Development of Renewable Energy - To enhance energy security and reduce dependency on fossil fuel, other forms of alternate renewable energy will be promoted.",8
656,Renewable energy (RE) master-plan will be developed to map RE potential and sites and feasibility studies will be conducted.,8
657,5.8.5  Key Programmes,8
658,•	Accelerated Hydropower Generation & Transmission Network Strengthening - Major activities include new system infrastructures and system reinforcements to ensure reliability and security of domestic power supply;,8
659,"pre-feasibility studies and reconnaissance studies for new hydropower projects, implementation of pre-construction activities and construction of hydropower projects;",8
660,establishment of a Power Training Institute to address manpower deployment in Hydropower projects;,8
661,and construction of new transmission lines and associated substations by BPC.,8
662,"•	Enhancing Hydrological Network for Water Resources Assessment and Improvement of Flood Information/GLOF Early Warning System - Strengthening of hydrological information and establishing early warning networks and stations to reduce the risks of climate change induced disasters like floods, landslide, and droughts will be the focus.",8
663,•	Strengthening Meteorological Network Coverage and Enhancing Weather and Climate Information Services - The current observation network in,8
664, ,8
665,Bhutan is inadequate in terms of spatial coverage and representativeness.,8
666,"Hence, strengthening meteorological network coverage and enhancing weather and climate information services will be the focus.",8
667,"•	Promotion and Development of Renewable/Alternate Energy Technologies - The Programme aims to diversify energy supply mix using other renewable energy resources like solar, wind, biomass, small hydro and other emerging modern fuels for energy generation and to strengthen the institutional capacity for provision of efficient and responsive energy services in the Country.",8
668,"The Program intends to develop Renewable Energy Master Plan, conduct pre-feasibility and feasibility studies to attract the investors in the RE Sector.",8
669,"The Programme will promote biogas plants as alternate source of fuel for cooking, Compact Fluorescent Lamp (CFL) instead of incandescent lamps in the LV category consumers, energy efficient wood stoves to reduce fuel-wood demand and solar water heating systems as alternative means for heating water and space.",8
670,Programme details are presented in Eleventh Plan Volume II document.,8
671,"Information, Communication & Technology and Media Sector",9
672,"Information, Communication & Technology and Media play an important role in developing a more open, just and democratic societies.",9
673,"It is a key element for empowering people and enhancing transparency, accountability and good governance.",9
674,The right to information as enshrined under Article 7(3) of the Constitution is a fundamental right of every Bhutanese citizen.,9
675,"Accordingly, the Right to Information Bill was tabled in the first session of the second Parliament in September 2013 and will be further deliberated during the next session.",9
676,"ICT and Media are also critical ""to promote a green and self reliant economy sustained by an IT enabled knowledge society guided by the philosophy of GNH"" as underlined in the Economic Development Policy 2010 (EDP).",9
677,"The sector has been identified as one of the sectors for provision of high end green services such as Business Process Outsourcing (BPOs), Knowledge Process Outsourcing (KPOs), Data Centres and other IT enabled services in health, education, finance etc.",9
678,"Given the importance of the sector, a number of initiatives have been implemented to strengthen the ICT backbone infrastructure, develop appropriate policy and legislation and enhance the technical capacity of ICT professionals.",9
679,"Further, an E-Gov Master Plan that has been developed to provide the strategic direction for development of the sector will be implemented during the Eleventh Plan.",9
680,"The main thrust in the Eleventh Plan will be to make the sector ""affordable, reliable and sustainable"" through implementation of the E-Gov Master Plan.",9
681,"The objective of the E-gov Master Plan is to consolidate and optimize the investments in various IT infrastructures during the Tenth Plan period for improved service delivery, enhanced access to services and information and facilitating good governance.",9
682,"The focus will be on consolidating the E-gov projects such as the G2C, establishing a government data centre, and further improving the nationwide intranet system - Thimphu Wide Area Network (TWAN) & Dzongkhag Local Area Network (DLANs) for smooth and seamless functioning of many of our online services.",9
683,Special attention will be paid to tapping the potential of mobile technology for delivering services including for financial payments.,9
684,5.9.1  Current Situation,9
685,"Since the launch of television and internet on 2 June 1999 and cellular mobile on 11 November 2003, ICT and media sector has made significant progress.",9
686,The key indicators of the ICT and Media sector are as follows:,9
687,"Policy: Bhutan Information, Communication and Media Act (BICMA) 2006 provide the overall legal framework for the development of ICT and media sector.",9
688,"The Act is being revised to incorporate provisions on cyber security, data protection, privacy, broadcasting etc.",9
689,"Further, the e-Gov Master Plan, Telecom & Broadband Policy, Media Policy, Film Policy and Advertisement Policy have been drafted and will be submitted to the government for approval in the Eleventh Plan.",9
690,"Infrastructure: Under the National Broadband Master plan project, optical fibers have currently reached all 20 Dzongkhags and 174 Gewogs.",9
691,"Except for four, the remaining Gewogs, will be connected by December 2013.",9
692,The Second International Gateway has been established at Gelephu and operationalized to create the required redundancy.,9
693,"Direct high bandwidth connectivity to India, Nepal and Bangladesh is being established under SASEC Information Highway Project.",9
694,More than 90 Government organizations are connected through the Thimphu Wide Area Network (TWAN).,9
695,"Of the 182 Community Centres (CCs) that have been established, Telecommunications - All 205 Gewogs have access to mobile services and the remaining 10 villages will be connected by mobile services by the end of 2013.",9
696,"B-Mobile, a subsidiary of Bhutan Telecom Limited (BTL), and Tashi-Cell, a subsidiary of Tashi InfoComm Limited (TICL), are currently the two service providers offering mobile services with BTL being the sole provider of fixed-line telecommunication in the country.",9
697,"Internet services are provided by Druknet (under BTL), TICL, Samden Tech and Drukcom.",9
698,"e-Service Delivery - In the area of e-Services, a Government-to-Citizen (G2C) initiative is underway to implement 136 e-Services.",9
699,22 G2C e-services have been made available through the CCs that are connected with internet.,9
700,5.9.2  Key Challenges,9
701,"Telecom tariff - Telecommunication tariff will be an important consideration for investors to set-up BPOs, KPOs, Data Centre and IT enabled services.",9
702,"Currently, telecommunication tariffs in Bhutan are much higher than those in India with differences ranging from 114 percent for 1 mbps to 315 percent for 8 mbps.",9
703,"The high difference in tariff levels could negate Bhutan's comparative advantage of political stability, clean environment and availability of cheap and reliable power.",9
704,The tariff structure will be reviewed to make it more competitive and affordable.,9
705,International redundancy: International redundancy is defined as direct telecom infrastructural links with multiple countries.,9
706,"At present, all telecom links to the outside world are routed through Siliguri, India.",9
707,Any operational failure in the telecom link through Siliguri could lead to connectivity problems.,9
708,An alternate telecom link with the outside world is necessary for international redundancy without which it may be difficult to position Bhutan as a potential hub for ICT and ICT enabled services.,9
709,"An alternate link through Cox's Bazaar, Bangladesh will be explored.",9
710,Talent Pool - the strength of the ICT sector is primarily determined by availability of a rich pool of competent information and communications professionals.,9
711,"Currently, Bhutan has about 350 ICT professionals within the civil service.",9
712,"However, the sector still lacks qualified professionals particularly in specialized ICT skills such as network security, cyber laws, software development and programming.",9
713,"Creating a talent pool and strengthening ICT human resource management through parenting, clear career advancement opportunities and effective deployment and utilization of ICT personnel will be a priority.",9
714,5.9.3  Sector Key Result Areas,9
715,5.9.4  Strategies,9
716,"While implementation of e-Gov Master Plan, capacity building and ICT infrastructure expansion will be the main strategy for ICT sector, the following will be pursued to address the issues and challenges confronting the ICT sector:",9
717,•	Review of telecommunication tariff to ensure affordability and competitiveness.,9
718,"•	Improve international redundancy by exploring alternate link through Cox Bazar, Bangladesh.",9
719,"•	Create talent pool and strengthen ICT human resource management through parenting, clear career advancement opportunities and effective deployment and utilization of ICT personnel.",9
720,5.9.5  Key Programmes,9
721,"•	ICT for good governance and socio economic development - the focus will be on consolidating the e-governance projects, digital migration, establishing a whole of government data centre, and further improving the nationwide intranet system (TWAN & DLANs) for smooth and seamless functioning of many of our e-government services.",9
722,"•	Promotion and Development of Media - the main focus will be introducing media and information literacy curriculum in schools, and promotion of contemporary arts, creative media and films and strengthening policy and legal instruments.",9
723,Programme details are presented in Eleventh Plan Volume II document.,9
724, Transport Sector,10
725,Transport sector covers surface and air transport.,10
726,The surface transport is regulated by the Road Safety & Transport Act 1999 and air transport by theCivil Aviation Act 2000.,10
727,"The main thrust of the transport sector in the Eleventh Plan will be to ensure safe, efficient and reliable transport services.",10
728,The focus of surface transport activities will be the implementation of the Bhutan Transport Strategies 2040.,10
729,The primary objective of Bhutan Transport Strategy is to address the issue of growing traffic congestion particularly in Thimphu and Phuentsholing and improve access to reliable and safe public transport to all parts of the country.,10
730,"Also, emphasis will be placed on making our roads safer through extensive advocacy and education programmes.",10
731,"Air Transport activities will focus on expansion of facilities at Paro International Airport, enhance safety and regulatory system and upgradation of three domestic airports including the feasibility and construction of Short Take-Off and Landing (STOL) airstrips.",10
732,5.10.1 Current Situation,10
733,Surface Transport - Surface transport is the main means of passengers and good transportation.,10
734,The services were provided by the government till it was fully privatized in 1991.,10
735,Today there are 21 operators managing a fleet of more than 209 buses operating on more than 73 routes47.,10
736,The transport operators are provided interest subsidy of 60 percent on the loan as an incentive for operating in economically unviable routes.,10
737,"To address urban transportation needs, a study on Bhutan Urban Transport Systems to assess the feasibility of introducing eco-friendly mass urban transport system using clean fuel for Thimphu and Phuentsholing has been completed.",10
738,"The study recommends Bus Rapid Transit (BRT), high capacity buses (60 seats) which meet European emission standards, for Thimphu to be implemented under Public Private Partnership model.",10
739,"In the meantime, city bus services in Thimphu will continue to be provided by Bhutan Post.",10
740,"To enhance public service delivery, the web-based Registration and Licensing Information System (e-RaLIS) services were launched reducing the turnaround time for issuance of new driving licenses and renewals significantly.",10
741,Air transport - Aviation services in Bhutan commenced in 1983 with Druk Air flights to Kolkata with fleet of two 18-seat Dornier 228 aircraft.,10
742,"Since then, aviation services have expanded to ten international routes connecting Bhutan with India, Thailand, Nepal, Bangladesh and Singapore.",10
743,"Currently, Bhutan has signed Air Service Agreement (ASA) with India, Nepal, Bangladesh, Thailand, Myanmar, Maldives and Singapore.",10
744,"Signing of ASA with the remaining SAARC countries (Pakistan, Afghanistan and Sri Lanka) have also been initiated with a larger plan to air-link all SAARC capitals.",10
745,"Similarly, ASA with South East Asian nations such as South Korea, Vietnam, Laos, Malaysia, Cambodia and Hong-Kong are being explored.",10
746,"With the completion of construction of Yongphula, Bumthang and Gelephu airports, domestic air services was launched in 2011 by Druk Air and Tashi Air (first private domestic operator).",10
747,"However, the services to Yonphula has been suspended till 2014 to complete major development works and only chartered services are available to Gelephu.",10
748,Druk Air provides international and domestic air services with a fleet of three A319 and one ATR 42-500.,10
749,"Tashi Air Private Limited, a private airline which started domestic services with one Pilatus PC-12, has since October 2013 started operating between Paro and Bangkok with one Airbus A320.",10
750,"Air cargo transported was 620,000 tons in 2012.",10
751,5.10.2 Key Challenges,10
752,Surface transport - Road safety is a major issue with number of vehicles increasing every year.,10
753,Over the last five years the number of vehicles has almost doubled with 90 percent of vehicles registered under Thimphu and Phuentsholing regions.,10
754,"With increase in number of vehicles, the number of motor vehicles accidents has also been on the rise with figures increasing from 696 in 200548 to 1,730 in 2011.",10
755,Thimphu and Chukha Dzongkhags tops the accident list with light vehicles leading the category of vehicles involved in accidents.,10
756,"Moreover, since the transport functions are carried out by number of agencies",10
757,"- highway construction and maintenance by the Department of Roads, urban roads by Thromde, traffic management by the Royal Bhutan Police, licensing/ vehicle fitness by the Road Safety Transport Authority - issues of coordination and implementation is a challenge.",10
758,"Air transport - Air travel is the most efficient means of travel to and from Bhutan, particularly for tourists, business travelers, foreign investors and medical referrals patients, the alternate being travel by road through India.",10
759,"At present, Paro International Airport caters to 160,000 passengers annually, an average of 450 passengers per day, 3800 scheduled flights annually, and about 10 flights daily in and out of Paro.",10
760,"A key issue is the capacity of Paro airport to serve double the number of passengers, flights and air cargo in the Eleventh Plan.",10
761,"With the expansion of aviation sector, the Department of Civil Aviation is confronted with a key challenge of retaining its professionals who are being offered better remuneration and service conditions by the airline companies.",10
762,"Further, conflicting functions of regulation and implementation being carried out by the department is creating potential for conflict of interest.",10
763,"Therefore, retention of professionals and separation of conflicting function are critical issues that need to be reviewed and addressed in the Eleventh Plan.",10
764,5.10.4 Strategies,10
765,The surface transport is regulated by the Road Safety & Transport Act 1999 and air transport by the Civil Aviation Act 2000.,10
766,Since both Acts were legislated more than a decade ago they will be reviewed and revised during the current Plan period.,10
767,"Surface Transport - Access to public transportation, particularly in rural areas, will be expanded by incentivizing transport operators through special subsidies.",10
768,"In urban areas, eco-friendly mass public transportation services will be introduced to reduce road congestion, vehicle emissions and improve public service efficiency.",10
769,"Road safety will be strengthened by improving driver licensing procedures, motor vehicle fitness standards, public safety awareness campaigns (especially on drink driving and over-speeding) and equipping road safety authorities with necessary equipments and tools to monitor road safety.",10
770,"To address the issue of coordination and implementation, integration and streamlining of transport activities under one agency will be explored.",10
771,"Air Transport - The key strategy will be to strengthen Paro International Airport through expansion of infrastructure facilities and upgradation of security and navigational equipment to increase its capacity to handle more passengers, cargo and flights.",10
772,"At the same time, upgradation of Gelephu to an international airport will also be explored.",10
773,"Further, improvements of the three domestic airports will be carried out to enhance safety and reliability and to facilitate increased domestic air transport.",10
774,Bhutan will continue to pursue further signing of Air Service Agreements to expand air services to and from international destinations.,10
775,The retention of professionals will be addressed through a comprehensive review of civil service system and conflicting functions will be addressed by exploring ways to ensure greater independence and autonomy of the Department of Civil Aviation.,10
776,"Further, the legal and policy instruments will be reviewed and strengthened.",10
777,"Alternate modes of transport - To ease the pressure on air and surface transport, alternate modes of transporting passengers and goods will be explored such as waterway, ropeway, cable cars and railway links.",10
778,"Furthermore, the government is already exploring piloting of electric powered taxis to address environmental issues and reduce dependency on fossil fuel.",10
779,5.10.5 Key Programmes,10
780,"•	Surface Transport Development - the programme will focus on the implementation of Bhutan Transport Strategies 2040, and in particular address the issues of traffic congestion in the major Thromdes by setting up the Bus Rapid Transport systems in Thimphu and Phuentsholing.",10
781,"In addition, alternate modes of transport will also be explored for the purpose of controlling the carbon emission.",10
782,"•	Development of Air Transport - the programme will focus on further expansion of the Paro International Airport to deal with the expansion in air traffic and passengers, as well as strengthen the domestic airports to optimize their functionality.",10
783,•	Promotion of electric vehicles will be pursued to address environmental issues and reduce dependency on fossil fuel.,10
784,Programme details are presented in Eleventh Plan Volume II document.,10
785, Roads & Bridges Sector,11
786,"For a landlocked country, a good network of road and bridges play a critical role in facilitating trade, transit, reducing the high cost of transportation normally associated with mountainous countries and for delivery of socio-economic services particularly to scattered and far-off rural communities.",11
787,"Recognizing the importance of the roads and bridges sector, Bhutan started its first Five Year Plan in 1961 with the construction of the first national highway - Phuentsholing-Thimphu highway.",11
788,Since then the network of roads and bridges have expanded significantly and today all twenty Dzongkhags are connected by road.,11
789,The Department of Roads is the national authority responsible for all roads in the country.,11
790,"For roads in a Thromde, the Thromde Administration is responsible for the administration and management of all roads, constructed or maintained by it, including any access roads.",11
791,"Similarly, for roads in the Dzongkhag and Gewog, the Dzongkhag administration is responsible for the administration and management of all roads constructed or maintained by it, including access roads.",11
792,"For farm roads technical specification, guidelines and manuals are provided by the Ministry of Agriculture and Forest.",11
793,"The strategic framework for the construction, expansion and maintenance of road infrastructure up to the year 2027 is guided by the Road Sector Master Plan (RSMP).",11
794,"The main thrust of the roads and bridges sector in the Eleventh Plan will be to complete the national highway grid using environment friendly technology, construction and upgradation of roads connecting to hydro-power projects and to enhance the safety, reliability and quality of roads.",11
795,5.11.1 Current Situation,11
796,Bhutan's road transportation network is classified into five categories as follows:,11
797,"•	National Highways - consisting of Asian Highway/International Road (currently Phuentsholing-Thimphu Highway), Primary National Highway (existing East-West Highway and North-South highways) and Secondary National Highway (currently District Roads);",11
798,•	Dzongkhag Roads (currently feeder Roads);,11
799,•	Farm Roads (currently Farm Roads and Power Tiller Roads);,11
800,•	Thromde Roads (currently Urban Roads);,11
801,and,11
802,•	Access Roads.,11
803,"Currently, Bhutan has 10,578.26 kilometers of various categories of roads, 337 numbers of bridges totaling 10,604.5 meters and 380 pedestrian bridges nationwide.",11
804,5.11.2 Key Challenges,11
805,"Most of the existing primary and secondary national highways, including the Northern East-West highway, were constructed in the 1960s and 1970s when the traffic volume was low with the primary objective of providing connectivity to settlements.",11
806,"With increase in traffic volume, road safety has become a growing challenge.",11
807,"Additionally, financial sustainability in terms of improving the specification of the existing roads, maintenance costs and blacktopping cost of unpaved roads is another challenge.",11
808,"To improve access particularly in rural areas, extensive network of Gewog Connectivity roads have been constructed and many of these roads are unpaved.",11
809,"A preliminary assessment of blacktopping about 2,000 kilometers of Gewog Connectivity roads would cost about Nu. 13 billion.",11
810,"The ADB's Country Diagnostic Study 2012 estimates that while the density of road has doubled from about 1.5 km/km² in 2005 to 3 km/km² in 2011, the percentage of paved roads have decreased from about 55 percent to about 35 percent during the same period.",11
811,5.11.3 Sector Key Result Areas,11
812,5.11.4 Strategies,11
813,"Institutional and human resource development will be one key strategy to strengthen the capacity of road sector to plan, design, build and maintain road network.",11
814,"To reduce travel time and costs and to enhance road safety, road specifications and standards will be improved and geometric improvements and regular maintenance of road will be carried out.",11
815,The government will also explore possibilities of tunneling certain stretches of the highways through PPP wherever feasible.,11
816,The involvement of the private sector in the maintenance of roads will also be explored in order to ensure financial sustainability.,11
817,5.11.5 Key Programmes		,11
818,•	Construction  and  Upgradation  of  Southern  East-West  Highway:  The construction and upgradation of the Southern East West Highway (SEWH) from Sipsu to Jomotsangkha will be a priority.,11
819,In the Eleventh Plan the remaining links between Gelephu - Panbang;,11
820,Sarpang - Lhamoizingkha;,11
821,Deothang - Nganglam;,11
822,and Samrang - Jomotsangkha will be constructed.,11
823,PLAN,11
824,•	Upgradation/Improvement of Northern East -West Highway: The northern East-West highway from Thimphu to Trashigang will be upgraded and improved.,11
825,"•	Construction/Upgradation of North South Highways: The ongoing North-South highways including Gyalposhing - Nganglam, Gomphu - Panbang, Gesarling - Lhamoizingkha and Damchu - Chukha bypass Road will be completed.",11
826,"On completion of these roads, there will be 7 North-South highways helping to strengthen the road network and facilitate easy movement of goods and services to the Southern borders.",11
827,"•	Construction and Upgradation/Improvement of roads connecting hydro power projects: The construction of Mandelpong-Digala, Riphay - Koshala and Tingtibi-Praling will be completed.",11
828,The upgradation of Chazam - Tashiyangtse will be also carried out for the Kholongchu HPP.,11
829,•	Construction of Dzongkhag roads: The construction of ongoing Dzongkhag roads Tsebar-Mikuri-Durungri road connecting Gyalposhing-Nganglam Highway will be completed in the Eleventh Plan.,11
830,Programme details are presented in Eleventh Plan Volume II document.,11
831, Construction Sector,12
832,The construction sector plays a vital role in the delivery of quality infrastructure which is essential for our socio-economic development.,12
833,It is also a key sector in terms of its contribution to economic growth and employment.,12
834,The key agencies responsible for the development of construction sector are:,12
835,Department of Engineering Services (DES): DES was created in 2011 by bifurcating the erstwhile Department of Urban Development and Engineering Services (DUDES) into Department of Engineering Services (DES) and Department of Human Settlement (DHS).,12
836,"DES is responsible for promoting construction technology, providing technical backstopping to the other ministries, Dzongkhag Administrations and Thromdes and supporting professional development of all the engineers.",12
837,Construction Development Board (CDB): CDB is a bridge between the government and the construction industry and is responsible for facilitating development of a vibrant construction industry.,12
838,"Its core functions include registration, classification and monitoring of contractors, consultants and engineers/architects.",12
839,Construction Development Corporation Limited (CDCL): CDCL was established on 1st July 2006 as a public sector company owned by the Royal Government of Bhutan with the following objectives:,12
840,"•	Enhance efficiency, mechanization, improve standards and create a good benchmark of quality infrastructure in the construction sector.",12
841,"•	Lead the modernization of the construction industry through the introduction of appropriate machineries and technologies, including the maintenance of an equipment bank of machines not easily available in the market to support the government and the private sector.",12
842,"•	Participate in the booming construction industry, introducing technology intensive construction and building capacity of local construction industry through collaborations.",12
843,"•	Generate employment and at the same time develop necessary skills for skilled and unskilled national manpower, thereby gradually reducing dependence on the expatriate work force.",12
844,The private sector is represented by the Construction Association of Bhutan under the Bhutan Chamber of Commerce and Industries (BCCI).,12
845,Its membership includes all firms under the construction industry.,12
846,The sector has come a long way with establishment of various agencies and introduction of many new initiatives towards making the sector more efficient and effective.,12
847,"However, poor quality of construction, human resource constraints and high construction costs continue to affect the sector.",12
848,"The main thrust in the Eleventh Plan will, therefore, be on enhancing the quality of construction through efficient and appropriate technology, mechanization and human resource development.",12
849,5.12.1 Current Situation,12
850,The construction sector contributed about 16 percent of nominal GDP and recorded an annual growth of 35 percent in 2011.,12
851,The sector's contribution is expected to increase in the coming years with accelerated development of hydro-power projects.,12
852,"In terms of employment less than 5,00049 Bhutanese were employed by the construction sector in 2012.",12
853,The contractor classification was re-categorized to increase flexibility and to allow contractors to participate in larger contract.,12
854,"Currently there are about 3,892 registered contractors, of which 120 are large (above Nu. 15 million), 380 medium (Nu. 4-15 million) and 3,392 small (under Nu. 4 million) contractors.",12
855,"About 127 Bhutanese contractors, in various categories, are engaged in the construction of three ongoing hydropower projects.",12
856,"Besides construction companies, there are about 63 architects and 46 construction related consultants in Bhutan.",12
857,5.12.2 Key Challenges,12
858,"Construction sector perceived poorly for employment: With three new hydropower projects under construction and seven new projects planned to be started in the Eleventh Plan, there are ample opportunities for addressing unemployment.",12
859,"However, construction sector jobs are perceived as inferior by many Bhutanese and as a result foreign workers51 are brought in to fill the gap.",12
860,"Some of the reasons for this perception are low wages, lack of job security (workers have to find a new job once the construction project is completed), low level of mechanization and the manual nature of work.",12
861,"Limited capacity and poor quality: The shortage of engineers, architect and other qualified professionals combined with a lack of basic tools and technology for effective planning, designing and supervision results in frequent changes in the scope of work and consequently the cost of construction projects.",12
862,It is estimated that Bhutanese construction projects are 15-20 percent more costly and take 50 percent longer to complete compared to similar construction work by Indian contractors on similar projects.,12
863,90 percent of all construction projects in Bhutan have time and cost overruns as compared to 40 percent in India and 5 percent in best-in-class countries52.,12
864,"Further, due to poor quality of construction, the cost of maintenance is expected to be double the industry standard.",12
865,5.12.3 Sector Key Result Areas,12
866,5.12.4 Strategies,12
867,"Training and capacity building of engineers, architects and other professionals in the construction sector will receive high priority in the Eleventh Plan's Human Resource Development Master-plan.",12
868,"Mechanization of construction sector, use of local construction materials, centrally fixed rate contracts for some key materials (like cement, steel, bitumen etc.) will be pursued in order to avail institutional-buyer-discounts to reduce the cost of construction.",12
869,To encourage youth to work in the construction sector special service conditions such as job security and better wages will be explored.,12
870,Vocational training programmes will be aligned to the needs of construction industry and will include apprenticeships and on-the-job trainings.,12
871,Vocational training graduates will be encouraged to form their own construction firms and the government will provide necessary support for start-ups.,12
872,5.12.5 Key programmes,12
873,•	Promotion and Strengthening of Construction Sector: The Construction Development Board (CDB) will concentrate on promoting efficient and quality based construction sector.,12
874,These will be carried out through awareness programs among the contractors and mechanization.,12
875,The benefits of creating an autonomous Construction Development Authority (CDA) to be able to discharge its roles and responsibilities efficiently will be explored.,12
876,"•	Engineering Adaptation and Disaster Risk Reduction: The major activities to be undertaken during the plan period are construction of flood protection walls and land reclamation along major flooding rivers, disaster risk assessment and mapping and development of guidelines and manuals.",12
877,Flood risk assessment and vulnerability mapping will also be carried out.,12
878,These are aimed to reduce the vulnerability of people and places to floods.,12
879,•	Technical support and management for infrastructure development and engineering services: The Department of Engineering Services will provide technical backstopping to all government agencies and Thromdes.,12
880,It will promote the construction of MICE facilities through PPP.,12
881,The construction of water reservoirs in water stressed towns will also be initiated.,12
882,The development of regional hubs and centers in eastern Bhutan to promote regional balanced development will be carried out.,12
883,•	Technical support for construction and maintenance of suspension bridges and mule tracks: There are still many communities who need trail suspension bridges as a principle means of transport.,12
884,The Department of Engineering Services (DES) will also initiate the construction of bazams and maintenance and technical backstopping for the construction of trail suspension bridges.,12
885,Programme details are presented in Eleventh Plan Volume II document.,12
886, Human Settlement & Housing Sector,13
887,"Human Settlement: Until recently, the focus of this sector was mainly on urban development to meet the needs arising from the rising trends in rural-urban migration and rapid pace of urbanization, particularly in the two major towns of Thimphu and Phuentsholing.",13
888,"The Bhutan National Urbanization Strategy 2008 estimates that the average annual growth of urban population in Bhutan during 2000-2005 was 7.3 percent, with Thimphu city experiencing the highest growth at 12.6 percent.",13
889,"This rapid growth in urban population has created severe pressure on existing facilities leading to problems of water shortages, lack of sanitation and waste disposal facilities etc.",13
890,"To address these problems, a number of urban development programmes, particularly in Thimphu and Phuentsholing, have been implemented over the last decade.",13
891,"However, in spite of major infrastructure expansion, the rural-urban migration trend continues and urban centres continue to face difficulties in provision of urban services.",13
892,"Further, expansion of the existing services is also constrained by limited land availability in urban areas.",13
893,"In the meantime, large scale unplanned developments near urban areas are taking place.",13
894,In order to address the issues of rapid urbanization and unplanned development a new Department of Human Settlement (DHS) was created by bifurcating the erstwhile Department of Urban Development and Engineering Services into two separate departments in 2011.,13
895,"The Department of Human Settlement is responsible for preparation of human settlement policies, strategies and plans.",13
896,The main thrust of the human settlement sector will be to develop strategic human settlements with a focus on balanced regional development and improving the quality of life and socio economic status of both urban and rural residents.,13
897,Housing: The National Housing Development Corporation Limited (NHDCL) was established on 15 July 2003 to promote and develop housing in Bhutan in line with the National Housing Policy 2002.,13
898,It was corporatized in 2009.,13
899,"The main thrust of housing sector in the Eleventh Plan will be to provide safe, adequate and affordable housing to all and promote homeownership.",13
900,"Where feasible, participation of the private sector will be encouraged.",13
901,5.13.1 Current Situation,13
902,"Human Settlement: - Till recently, priority was accorded to planning and development of urban centres and not on human settlements.",13
903,"However, the emergence of unplanned settlements near the urban areas is constraining urban expansions and provision of service facilities.",13
904,"Therefore, DHS was mandated to develop settlement plans that take into consideration the planning of an entire region.",13
905,"As of now, comprehensive human settlement plans do not exist, other than structural and local area plans for settlements classified as i) Class A Thromdes - Thimphu, Phuentsholing, Gelephu and Samdrup Jongkhar;",13
906,ii) Class B Thromdes - Dzongkhag centre;,13
907,and iii) Yenlag Throm.,13
908,The criteria for various categories of towns are as follows:,13
909,"Class A Thromdes should have a resident population of more than 10,000 with population density of 1,000 persons or more per square kilometers.",13
910,The area should not be less than 5 square kilometers and should have revenue base sufficient to finance the establishment and maintenance of infrastructure and provision of services.,13
911,It should have a national administrative significance such as being the capital city or a town that services more than one Dzongkhag.,13
