,sentence,sector,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9
357,"Besides the contributory social safety net, Namibia is one of only a few African countries that provide non-contributory social grants to some of the vulnerable in society, namely pensioners, people living with disabilities, and orphans and vulnerable children (OVC).",4,0.050534252,0.143012196,0.067769734,0,0,0,0.083196333,0.056597025,0
358,"Coverage of the old age grant for people above 60 years of age has increased to 91% of eligi-ble persons, while the number of persons benefiting from the Maintenance Grant (MG) was in excess of 117,000 during the NDP3 period.",4,0.049629368,0.69334853,0.096060024,0,0,0.217014921,0.198327593,0.137351166,0.199462244
359,"Coverage of the Foster Care Grant (FCG) and the grant for people living with disabilities, howev-er, has trailed behind targets.",4,0.059964088,0.145079952,0.349876015,0.050841639,0.050841639,0,0.273281621,0.296900722,0
360,These interventions are aimed at those in society who are most vulnerable and severely affected by extreme poverty.,4,0,0,0.064908496,0.071770335,0.071770335,0,0.058544918,0.05629319,0
361,"While 13.8% of all households were classified as severely poor in 2003/4, the proportion of severely poor households reached as high as 23% when it came to the subcate-gory of households headed by 60+-year-olds, and reached to around 14% for households where the head was between the ages of 16 and 20.",4,0.058461538,0.234714257,0,0,0,0,0.140606061,0,0
362,"Furthermore, households with orphans (21.1 per cent) or children (17.7 per cent) were more often affected by severe poverty than those without children (3.9 per cent) or without orphans (11.7 per cent).",4,0,0.076190476,0,0,0,0,0.038961039,0,0
363,"In spite of these challenges, Namibia has made progress concerning equality and poverty.",4,0,0,0,0,0,0,0,0,0
364,"The Gini coefficient declined from 0.60 (2003/4) to 0.58 (2009/10), de-spite increasing unemployment during the same period.",4,0,0.059462142,0.065807904,0,0,0,0,0,0
365,"Based on the 2009/10 Namibia Household Income and Expenditure Survey, poverty levels dropped as well.",4,0,0.090852307,0,0,0,0,0.053613054,0.089256158,0
366,Some 10.3% of all households are now classified as severely poor com-pared with 13.8% in 2003/4.,4,0,0,0,0,0,0,0.115151515,0,0
367,"The proportion of the total population that are clas-sified as severely poor, however, reaches 15.8%, since poorer households tend to have more children.",4,0.071794872,0.047619048,0,0,0,0.066666667,0.048484848,0,0.062745098
368,"However, certain household categories and individuals remain more prone to poverty than others, such as people living in rural areas in general, and women and children in particular.",4,0.052746188,0.154247722,0,0,0,0,0.165796287,0,0
369,"The child poverty rate declined from 43.5% in 2003/4 to 34.4% in 2009/10, but it has remained considerably above the general poverty rate.",4,0.435762528,0.05974026,0,0,0,0,0,0,0
370,This indicates that children are at a higher pov-erty risk than adults.,4,0,0.06984127,0,0,0,0,0,0.068376068,0
371,"Despite the various Government interventions, a number of challenges remain in respect of increasing equality and addressing extreme poverty, as Table 25 (page 84) illustrates.",4,0,0,0.041999615,0.130349133,0.130349133,0.106078928,0.067632537,0.033384309,0.09852532
372,The gap between the poorest and the richest income groups has only narrowed marginally.,4,0,0,0,0,0,0,0,0,0
373,"Similarly, the share of total income received by the poorest 15% has only increased slightly, although the improvement in the Gini coefficient from 0.60 to 0.58 over the same period would have suggested other-wise.",4,0,0.077588313,0.09082244,0,0,0.062745098,0.114750925,0.108748569,0.058823529
374,The coverage of the various grants has increased.,4,0,0,0.106675315,0,0,0,0,0.112820513,0
375,"However, eligible persons often struggle to access these grants because of a lack of the required docu-ments.",4,0,0,0.05275153,0,0,0,0.190890824,0.277471847,0
376,There is a need to speed up the process of civil registration.,4,0,0,0,0,0,0,0,0,0
377,"The issuance of birth certificates at hospitals has resulted in a substantial increase in regis-tered births, and can largely explain the increase in the number of child welfare beneficiaries.",4,0.116923077,0.171428571,0.122085092,0.045514278,0,0.151543855,0.069086411,0.064505084,0.140400925
378,"However, legal obstacles remain, and this calls for a thorough re-view of the legislation regulating birth, marriage and death certificates.",4,0.064777328,0.162406015,0.09610984,0,0.046790492,0.059649123,0.0389753,0,0.055727554
379,"Access to social grants, especially to the FCG, is hampered not only by the back-log in civil registration, but also by statutory requirements.",4,0,0,0.048257881,0,0,0,0.048484848,0.184615385,0
380,The limited number of social workers in the country that investigate and verify all applications for FCGs is the largest constraint in the grant approval process.,4,0,0.036024845,0.151801763,0,0.043069065,0.308790232,0.035220251,0,0.286802073
381,"Furthermore, some 95% of FCG applicants are actually extended family members who are not eligi-ble for the MG and, hence, have to follow the more cumbersome procedures for the FCG.",4,0,0,0,0,0,0,0.084225758,0,0
382,"The introduction of a Kinship Grant, which would subsume some of the FCG applicants, would reduce the investigative and statutory work and free so-cial workers of excessive administration so that they can focus on a wider range of child protection issues",4,0.048765339,0.109731888,0.06243227,0.036145343,0.075189152,0.047619048,0.155346624,0.14597551,0.083998391
383,"The major drawback of the current FCG and MG schemes is that a large number of vulnerable children are excluded, namely children being taken care of by im-poverished parents.",4,0,0.102857143,0.04173913,0.044740642,0.044740642,0.148530759,0.137453116,0.158539089,0.137609379
384,"This has significant implications for the children‰Ûªs well-being, and results in malnutrition that can lead to stunted growth, reduced learning abilities, and in turn, the perpetuation of poverty.",4,0,0.040601504,0,0,0.048355251,0,0.110136117,0,0
385,"The gradual expan-sion of the grant system to include all children, starting with newborns, can sig-nificantly contribute to household food security, adequate nutrition and, eventu-ally, to healthy and well-educated children.",4,0,0.117808836,0.034157121,0,0.040793796,0,0.118427676,0.030061892,0
386,"Two of the social grants are income-based and include means testing, namely the MG and the War Veterans‰Ûª Grant.",4,0,0,0.05275153,0,0.175561605,0.066074159,0.142583531,0,0
387,"The thresholds for these two grants are set at N$200 and N$2,200 per month, respectively.",4,0,0,0.067730359,0,0,0,0.068541639,0.13256405,0
388,"The cost-effectiveness of means testing is questionable, since its administration is usually expensive.",4,0,0,0.066223936,0.072885672,0.072885672,0,0.060579851,0.058582713,0
389,"Fur-thermore, means testing distracts officials and social workers from more rele-vant and urgent matters and is challenging to enforce in large, informal econo-mies.",4,0,0.059292198,0,0,0.042134589,0,0,0,0
390,"Furthermore, since means testing places discretionary powers with offi-cials, it can increase the likelihood of corruption.",4,0,0.04615427,0,0,0.064777328,0.066074159,0.142583531,0.092729488,0
391,Placing an income threshold on access to social grants can also act as a disincentive for beneficiaries or appli-cants in respect of seeking salary increments or better-remunerated jobs.,4,0,0,0.039912533,0,0,0,0.187348182,0.288553057,0
392,"It is recommended, therefore, that means testing for the MG or the recommended Kinship Grant be reconsidered; alternatively, the threshold could be adjusted to the current level of the War Veterans‰Ûª Grant.",4,0.071116119,0.188382985,0.05275153,0,0,0,0,0.089256158,0
393,"A study on the effectiveness of the FCG and MG has revealed that food was the main expenditure item for 42% of beneficiaries, followed by school fees for 35% of beneficiaries (>>).",4,0,0,0,0,0.045006199,0,0.068521688,0,0
394,"Abolishing contributions to the School Development Fund, for example, and hence, making education free(r) for all, will allow poor house-holds to spend what little they have on necessities such as food, clothing, hy-giene and health.",4,0,0.025691739,0.032580103,0.039829303,0.072812443,0,0.14233688,0.105336105,0
395,"While the coverage of the various grants has increased in part, grant amounts have been adjusted irregularly (e.g. only old age and war veterans‰Ûª grants) or not at all for several years (the FCG and MG).",4,0,0.271426945,0.134544578,0,0.041279958,0.049462366,0,0.028949545,0.166187517
396,"Thus, the real value of the grants has declined, owing to inflation, and has resulted in beneficiaries not being able to maintain their standard of living.",4,0.071794872,0.095238095,0.048257881,0,0,0,0,0,0
397,"Moreover, since better-off households usually receive inflation-adjusted income, the income gap between them and grant re-cipients could widen.",4,0,0,0.048257881,0,0,0,0.048484848,0,0
398,This can explain why households with orphans or those relying on pensions as their main sources of income have much higher incidenc-es of poverty than other households do.,4,0,0,0,0.14646168,0,0,0.082934609,0,0
399,"There is a need, therefore, to introduce an inflation -indexed or public-sector-salary-increment-indexed social grant scheme that ensures beneficiaries can maintain or even improve their standard of living.",4,0.058461538,0.068571429,0.036574394,0,0,0,0.131355349,0.059020907,0
400,"Furthermore, since the consumption basket of poor households differs substantially from that of the average Namibian household, an inflation rate for the lowest income group should be calculated in order to determine the degree to which social grants should be adjusted for inflation.",4,0.183037315,0,0.129535301,0.036388302,0.076989806,0.166451474,0.058874459,0,0.152743705
401,Table 25 (overleaf) indicates the performance during NDP3 in terms of set pov-erty and inequality indicators.,4,0,0,0,0,0,0.059379464,0.04143776,0,0.055668248
402,"While cash transfers ‰ÛÒ whether as remittances, social grants or in other forms ‰ÛÒ have proved to be effective in addressing poverty to some extent, supplemen-tary measures are needed to enable people living in impoverished conditions and benefiting from social grants to climb up from this lowest rung of the socio-economic ladder.",4,0.045889184,0.111962152,0.057570805,0.032197916,0,0,0.093191234,0.086735043,0
403,"Supplementary measures will focus on increasing household food security and, hence, nutrition levels in order to reduce malnutrition among children in particular.",4,0,0.098074337,0,0.04306828,0.088074479,0,0.036890646,0.094710532,0
404,"Poor soil fertility, highly variable rainfall patterns and flooding ‰ÛÒ to mention but a few factors ‰ÛÒ pose further threats to household food security, especially in the northern communal areas.",4,0,0.032804233,0,0,0.120519434,0,0,0.059224585,0.177749438
405,"Since 64.3% of extremely poor households owned land or had access to land, improved agricultural productivity would benefit two thirds of the extremely poor households.",4,0,0.081203008,0,0.052631579,0,0,0.124401914,0.078272605,0.111455108
406,The adoption of new farm management systems such as Conservation Agriculture has yielded very positive results in the northern communal areas as well as in neighbouring countries such as Malawi and Zambia.,4,0,0.131216931,0,0.039358849,0.039358849,0,0.118217427,0,0
407,"The promotion of such sys-tems will not only result in higher yields and increased food security, but can also lead to surplus production for the market.",4,0,0,0.051150895,0,0.052192063,0,0,0.042232278,0
408,"Furthermore, the high rate of unemployment in rural areas ‰ÛÒ 65%, according to the 2008 Labour Force Survey ‰ÛÒ aggravates poverty since it reduces the opportu-nities to earn a cash income.",4,0.206888276,0.16219723,0,0,0,0,0.030302316,0.028292879,0
409,"On the other hand, increased agricultural produc-tivity in communal areas will have spin-offs in terms of job creation in agriculture -related services, agro-processing, transport services, etc.",4,0,0.032804233,0,0,0.077947344,0,0.685723786,0.610990216,0
410,"However, there is also a need for cash-for-work programmes to improve rural infrastructure so that investment in off-farm economic activities can be encouraged.",4,0,0,0,0,0.053589541,0,0.322508626,0.110156851,0
411,The proportion of,4,0.538461538,0,0,0,0,0,0,0,0
412,extremely poor households was lowest amongst those that relied on salaries and wages (6.6%) and highest for those that were dependent on pensions (28.4%) and on subsistence farming (17.6%).,4,0,0,0,0,0,0,0.038961039,0,0
413,"Hence, increased job opportunities in rural areas ‰ÛÒ where most of the extremely poor reside ‰ÛÒ will contribute to a reduction in extreme poverty.",4,0,0.040601504,0,0,0,0,0.036070505,0,0
414,The poor are denied access to basic public services (>>).,4,0,0,0,0,0.071169314,0,0.347193224,0.404123362,0
415,"In general, access to such services in rural areas ‰ÛÒ again, where most of the poor reside ‰ÛÒ lags behind urban areas.",4,0,0.081203008,0,0,0.045751702,0,0.203617079,0.231307451,0
416,The distance to schools and clinics is longer than distances in towns.,4,0,0,0,0,0,0,0.058516589,0,0
417,"This factor is often aggravated by inadequate road infrastructure and, in the case of health services, a lack of ambulances.",4,0,0,0,0.052631579,0.045751702,0.059649123,0.245084383,0.264635345,0
418,Urban areas perform better in all health indicators compared to rural areas.,4,0,0.105494505,0,0.064777328,0,0,0.107226107,0.102564103,0
419,The discrepancies are even more pronounced for water and sanitation.,4,0,0,0.12173913,0,0,0,0,0,0.482813615
420,"Some 11.9% of rural households rely on flowing or stagnant water sources, while 77.4% use buckets or the bush for sani-tation, compared with 0.2% and 13.9%, respectively, in respect of urban house-holds.",4,0,0,0.043478261,0.131021477,0,0,0.073781291,0,0.145689975
421,"More specifically, while 43% of all households had access to piped water, this was the case for only 18% of poor households.",4,0,0,0.067193676,0,0,0,0.181818182,0.166176292,0.213237145
422,"Furthermore, 83.4% of ex-tremely poor households relied on the bush as their main toilet facility, com-pared with 42.5% of non -poor households.",4,0,0,0,0,0,0,0.115084378,0.034938914,0
423,"These substandard water and sanita-tion facilities pose risks to children‰Ûªs health in particular, and can have detri-mental impacts on the household‰Ûªs productivity ‰ÛÒ and, in turn, on food security and children‰Ûªs ability to learn.",4,0,0.058874459,0.036890646,0.082934609,0.074299445,0,0.089510072,0.138568737,0.126926872
424,"Finally, not much is known about the causes of extreme poverty in Namibia.",4,0,0,0,0,0,0,0,0.060321506,0
425,"This hampers efforts to identify appropriate measures to address not just the symp-toms, but also the roots of poverty.",4,0,0,0,0,0,0,0,0.04524113,0
426,"It is necessary, therefore, to increase re-search on the issue and to strengthen research capacity, including gender analy - sis research, since women are affected by poverty to a greater extent than men.",4,0,0.031262171,0,0,0,0.050574713,0,0.060123784,0.08967998
427,"Based on the above developments and challenges, Government aims to achieve the following desired outcome by 2017:By 2017, the proportion of severely poor individuals has dropped from 15.8% in 2009/10 to below 10%.",4,0.071794872,0.132867839,0.153664544,0,0.053180465,0,0.084650219,0,0
428,"Poverty is a complex, multifaceted challenge that needs to be addressed from various angles, as explained earlier herein.",4,0,0,0,0,0,0,0,0.092220168,0
429,A number of interventions that are needed to reduce extreme poverty and vulnerability are addressed in other Chapters of the NDP4.,4,0,0,0.064908496,0.071770335,0.071770335,0.078787879,0.058544918,0.05629319,0.07486631
430,"These include Chapter 6 on education and skills (access to quality education, the school feeding programme to reduce malnutrition in children), Chapter 7 on health (increase access to quality health services, address malnutrition), Chapter 9 on infrastructure development (provide affordable in-frastructure in order to attract non-farm income generating activities to rural areas, create jobs and income and improve access to quality public services), and Chapter 13 on agriculture (increase household food security).",4,0,0.040065681,0.025700663,0.092861592,0.143093827,0,0.550507156,0.515947477,0
431,"However, cash transfers have proved a successful tool in Namibia and elsewhere in addressing poverty and, hence, receive special attention in this Chapter.",4,0,0,0.04805492,0.050841639,0.050841639,0,0.117894216,0.074504153,0
432,Strengthen and expand the social protection system,4,0,0,0,0,0.097744361,0,0.309624299,0.161773717,0
433,"A regular, secure cash income allows people to invest in business and farming activities; buy additional food if they need it; buy decent clothes; pay for transport to health, education and other service facilities; and participate in so-cial events.",4,0.04747157,0.073242859,0,0.039136302,0.104701929,0,0.423268162,0.384768726,0
434,"Government will, therefore, expand the social protection system to households that are currently excluded but are severely affected by poverty.",4,0,0,0,0,0,0,0.291842355,0.098470958,0
435,"These include households with children who, although not orphaned, live in ex-treme poverty or households of certain language groups prone to extreme pov-erty.",4,0.056980057,0.098412698,0.037642385,0,0,0,0.067340067,0,0
436,"Furthermore, Government will increase the effectiveness of the social pro-tection system by reviewing and simplifying bureaucratic procedures, including means testing and introducing the Kinship Grant in order to streamline the social protection system.",4,0.050469504,0.056237447,0.033182414,0.03804034,0.080485161,0.045521137,0.333106241,0.055588444,0
437,"In addition, Government will expedite civil registration in or-der to reduce access barriers to social grants.",4,0,0,0.044821561,0,0,0,0.083214515,0.084464555,0
438,"Moreover, Government will not only maintain but also improve grant recipients‰Ûª current standard of living through adequate, regular increases of grant amounts, e.g. through a salary-increment-index system.",4,0.052747253,0.057142857,0.06313437,0,0,0.047619048,0.103716505,0,0.043697479
439,Increase household food security,4,0,0,0,0,0.091543221,0,0.086580087,0.084249084,0
440,Malnutrition severely affects children‰Ûªs capacity to learn.,4,0,0.114285714,0,0,0,0,0,0,0
441,"This in turn affects their educational prowess and, consequently, their future choices in life and their vulnerability to external shocks.",4,0,0.122109183,0,0,0,0.118417197,0,0,0.111016122
442,It also affects the productivity of the popu-lation of working age.,4,0,0.342857143,0,0,0,0,0,0,0
443,One means of increasing household food security is by way of cash transfers.,4,0,0,0,0.062332025,0.129549076,0.072509953,0.115376338,0.110938786,0
444,"However, since subsistence farmers are more affected by extreme poverty than the population in general are, Government will supple-ment cash transfers with interventions such as the promotion of Conservation Agriculture in order to increase subsistence farmers‰Ûª productivity and reduce their vulnerability to climatic conditions.",4,0,0.044220094,0.032232263,0.1045925,0.071949991,0,0.119372235,0.087776596,0
445,Increase research into the root causes of extreme poverty,4,0,0,0,0,0,0,0,0,0
446,Government will increase research into the causes of extreme poverty in order to address the causes rather than the symptoms.,4,0,0,0,0.053459357,0.053459357,0,0.089733722,0.090777629,0
447,"Table 25 (page 68) depicts the challenges, implications thereof, and proposed response to reduce extreme poverty.",4,0,0,0,0,0.054802618,0.061744668,0.041581494,0,0.058112628
448,Public infrastructure,5,0,0,0,0,0,0,0,0,0
449,"Modern, reliable infrastructure is critical for high and sustained economic growth.",5,0,0.097362593,0,0,0,0,0,0,0
450,"Without such infrastructure, almost everything in the economic value chain tends to be slower, less reliable, and more expensive than necessary.",5,0,0,0,0,0,0,0,0.084464555,0
451,The latter aspect is equally true for both physical infrastructure and knowledge infra-structure delivered via ICT.,5,0,0,0,0,0,0,0,0,0
452,"According to the African Development Bank, shortag-es in physical infrastructure like roads, housing, water, sanitation and electricity reduce sub-Saharan Africa‰Ûªs output by up to 40%.",5,0,0,0.037868163,0,0.037841887,0.049462366,0,0.025388342,0.169905085
453,"According to the OECD, the World Bank, International Telecommunication Union, and international players in the ICT sphere, ICT today is vital for quality of civic life.",5,0,0.090240376,0,0,0,0.046006804,0.06113937,0.092467752,0.042527298
454,"ICT offers the potential to transform society, improve our mutual understanding, and eliminate power differentials.",5,0,0.038235645,0.044979101,0,0,0,0,0,0.051725967
455,Research has also shown that Internet use is closely linked to edu-cation.,5,0,0,0,0,0.081871345,0,0.061464407,0.059438108,0
456,ICT provides fast access to information which is a prerequisite for literacy and knowledge creation.,5,0,0,0,0,0,0,0.096969697,0.092307692,0
457,The technologies are the mode of delivery for infor-mation to flow.,5,0.086392163,0.128354071,0,0,0.072146783,0,0.067392381,0.065170654,0
458,"Namibia has a relatively good core network of national physical infrastructure, including transport infrastructure, electricity distribution lines, dams, telecom-munications and mobile communication infrastructure.",5,0,0,0,0.037784213,0.190583543,0,0.145240017,0.026161981,0.045540797
459,"However, there are emerging weaknesses which, if not addressed over the next five years, could be-come serious obstacles to higher economic growth.",5,0,0.210989011,0,0,0,0,0,0,0
460,"Current investment levels are insufficient to support higher economic growth, and maintenance programmes, especially in the transport sector, are seriously lagging behind.",5,0,0.065615555,0.087806569,0,0,0,0.399052988,0.334276609,0
461,"In December 2011, the effects of underinvestment in the rail sys-tem came to the fore when TransNamib experienced a number of derailments that not only affected industries, but also posed safety and security concerns.",5,0.056980057,0.065608466,0,0,0.039902845,0.051851852,0.033670034,0.185215114,0.047930283
462,"In the ICT sector, large parts of the country are still without telecommunication transmission lines.",5,0,0.091628044,0.050897362,0,0.110595773,0,0.132820957,0,0.228969468
463,"De facto, this means that we still exclude those communities from vital information.",5,0,0,0,0,0.081871345,0.081806101,0.258752018,0,0
464,"If we do not increase investment in our infrastructure, industries across the board will be affected, including the nascent transport and logistics sector, the manufacturing sector, the agricultural sector, the mineral sector, and the tour-ism and hospitality sector ‰ÛÒ all of which have high potential for economic growth and job creation.",5,0.043679965,0.090351116,0,0,0.031458677,0,0.045739876,0.021199952,0
465,"In all of these sectors, ICT plays a decisive role.",5,0,0,0,0,0.097744361,0,0.453827895,0.149956566,0
466,"Today, competi-tiveness is not only measured by price structures but by who is able to deliver goods and services on time.",5,0,0,0,0,0.056309787,0,0.485589401,0.289106881,0
467,"Where it was acceptable before to respond to a trade request after some days, trade requests now need to be answered within hours.",5,0,0.182024281,0,0,0,0.114472012,0,0,0
468,Such efficient response times can only be delivered via electronic data and information transfer.,5,0,0,0,0,0,0,0.446244142,0.046344081,0
469,"If, for example, information on job opportunities in a certain sector cannot flow due to a lack of Internet access, economic inequality will ensue.",5,0,0,0,0,0,0,0.157014816,0.062678063,0
470,Providing access to information in rural areas is a specific test of our commitment to establish equitable economic growth throughout Namibia.,5,0,0.038095238,0,0,0,0,0.077922078,0.106010551,0
471,"To fix all economic infrastructures at once would be very expensive and, there-fore, not feasible.",5,0,0,0,0,0,0,0.263993042,0.255289974,0
472,"Therefore, over the next five years, the focus will be on in-vesting in strategic infrastructure, i.e. in programmes and projects that involve creating a long-term economic benefit to the country, equal to or greater than the initial and continued investment required in such infrastructure.",5,0,0.147186147,0.033120119,0,0,0,0.056062485,0.0240738,0
473,"Moreover, these investments should be linked to the kind of economic structure for the knowledge-based society envisaged by Vision 2030.",5,0,0,0,0,0,0,0,0,0
474,"An additional challenge will be to maintain or upgrade existing infrastructure, use it optimally, and extend it effectively and efficiently, in line with the de-mands of the economy.",5,0,0,0,0,0.104854169,0,0.160816157,0.036711773,0.058823529
475,"Large investments will be needed to safeguard and pro-pel economic activity, and significant trade-offs will have to be made with re-spect not only to specific types of economic infrastructure, but also in general.",5,0,0,0,0,0,0.044516894,0,0.028019854,0
476,"Therefore, we need to be more innovative in the funding mix of our public in-vestments, including making greater use of PPP financing mechanisms, and with respect to the kind of infrastructure we provide, e.g. electricity connections off or via the national grid.",5,0,0.053883405,0,0,0.042444822,0,0.058472175,0.025165328,0
477,The innovation required of us will test our ability to make more with less.,5,0.138461538,0,0,0,0,0,0,0,0
478,"Espe-cially in the infrastructure sector, leapfrog options can be considered.",5,0,0,0,0,0,0,0,0,0
479,Namibia can learn from developed countries in this regard: technologies considered to be redundant or outdated in developed countries should not be marketed in Na-mibia.,5,0,0.116075979,0,0,0.046380075,0,0,0,0
480,"Indeed, ICT provides good reason for innovation: ICT in general tends to be associated with improvements in products and productivity.",5,0,0,0,0,0,0.053219312,0.106778756,0.100776399,0.049720464
481,"Exploitation of the latest technologies may, therefore, give our target industries a competitive advantage.",5,0,0.045953292,0.105482166,0,0.172541477,0,0,0,0
482,Table 27 indicates the targets and out-turns of NDP3 for the infrastructure sub sector.,5,0,0.052045584,0.058538984,0,0,0,0,0,0
483,"In view of our ambition to become a logistics and distribution hub by 2030, ex-tensive investment will have to be made in all four modes of transport infra-structure, namely road, rail, maritime and aviation.",5,0,0,0,0.037829091,0.076595274,0.050574713,0,0,0.046653144
484,"With respect to road infrastructure, Namibia has a number of high-quality roads",5,0,0.097362593,0,0,0,0.215384615,0,0.284653543,0.067873303
485,"‰ÛÒ known as corridors ‰ÛÒ that link the Port of Walvis Bay with rapidly developing landlocked countries neighbouring Namibia, as well as with Angola and South Africa.",5,0,0.047619048,0,0.052084397,0,0,0,0,0
486,"To unlock the full potential of economic corridors, new roads need to be built and others upgraded to bitumen standard to ensure efficient flow of goods.",5,0,0,0,0.040442002,0,0.053333333,0,0,0
487,"Increased volumes through corridor traffic are starting to put pressure on the country‰Ûªs road network, impacting in the life expectancy of roads, road users‰Ûª safety, and increased maintenance costs.",5,0,0.094171397,0,0,0,0.357117915,0.131660073,0.18381367,0.042527298
488,These roads will have to be maintained if the free flow of goods to neighbouring countries is to be sustained.,5,0,0.06984127,0,0,0,0.088888889,0,0,0
489,"A key stra-tegic focus under the NDP4, therefore, will be to strike the appropriate balance regarding the mix of maintenance versus further expansion with regard to road infrastructure.",5,0,0,0.034051486,0.037957908,0.037957908,0.050574713,0.12666607,0.117551142,0
490,Certain sections of the rail infrastructure need urgent replacement.,5,0,0.061381754,0.067932376,0,0,0,0,0,0
491,"Indeed, cer-tain major shipping lines have indicated that a functioning rail system would be a precondition for them to stop at the Port of Walvis Bay.",5,0,0,0,0,0.093239829,0,0.223733077,0,0.055727554
492,"However, only 46% of Namibia‰Ûªs rail network complies with the SADC recommendations concerning axle load.",5,0,0,0,0,0.057652271,0,0,0,0
493,"Only 1,203 km of the total rail network of 2,626 km can carry the standard 18.5-t axle load, whilst the remaining lines are limited to 16.5 t or even only 13.5 t.",5,0,0,0,0,0.093239829,0.059649123,0.113596871,0,0.111455108
494,"Thus, certain sections of the current core rail network will have to be upgraded as soon as possible.",5,0,0.046358248,0.05290887,0,0.122429599,0,0,0,0
495,"At the top of the list is the Kranzberg‰ÛÒTsumeb connection, for which Government has already committed funding.",5,0,0,0,0,0,0.071794872,0.094087717,0,0.067873303
496,"A strategic decision will also have to be taken shortly as regards the type of rail system Na-mibia should put in place in order to promote the country as a logistics nation and make rail transport competitive with road transport, thereby reducing the pressure on and the costs of maintaining roads.",5,0,0.055598456,0.0302396,0.035696232,0.106592944,0.093693694,0.127943378,0.095214468,0
497,"Regarding maritime infrastructure, the Port of Walvis Bay is already practically running at full capacity.",5,0,0,0,0,0,0,0,0,0
498,"Namport‰Ûªs expansion plans enjoy full Government sup-port, but project implementation is slow due to the tendering process.",5,0,0,0,0.04368172,0.04368172,0.052269326,0.290424503,0.031525214,0
499,"If it is not expanded as soon as possible, the port will become congested, eroding one of Namibia‰Ûªs key pillars of competitiveness in maritime transport, namely a quick turnaround time.",5,0,0,0,0,0,0,0.159493878,0.03123188,0
500,"As with other modes of transport in Namibia, the aviation industry has also suffered from underinvestment in aviation infrastructure.",5,0,0,0,0.056258648,0.056258648,0,0,0,0.135746606
501,Initial investment needs to focus on security-related infrastructure in order to ensure that our im-age as a safe flight destination remains untarnished.,5,0,0.17783021,0.040709624,0.04306828,0.04306828,0,0,0.13126766,0.050362699
502,Namibia‰Ûªs total electric power demand is in the region of 540 MW.,5,0,0.04615427,0,0,0.063710534,0.071794872,0,0,0.067873303
503,"Total produc-tion capacity delivers only 400 MW, however, rendering a deficit of 140 MW.",5,0.076923077,0.105494505,0.060200669,0,0,0.071794872,0,0,0.067873303
504,"In reality, the deficit is much higher, as supply from Ruacana is dependent on the seasonal flow of the Kunene River.",5,0,0,0.04237934,0,0.044546498,0,0,0,0.049518106
505,"Currently, Namibia imports the bulk of its electricity from Eskom in South Africa.",5,0,0,0,0,0.075219279,0,0,0,0
506,"However, Eskom has its own challenges in providing electricity to that country.",5,0,0.085714286,0,0,0,0,0,0,0
507,"Availability of sufficient and affordable energy could become a bottleneck for rapid economic development during the NDP4 period, as the entire subregion is expected to suffer from serious power deficits.",5,0,0.056633155,0.03427495,0,0.039972245,0,0,0.031339031,0
508,A shortage of electricity will im-pact negatively across all sorts of industries.,5,0,0,0,0,0,0.077519129,0,0,0.074099168
509,"NamPower has a number of projects in the pipeline, with two options in an ad-vanced stage, namely construction of a gas-fired power station supplied by the natural Kudu gas reserve, or the construction of a coal-fired power station with imported coal.",5,0,0.047436333,0,0,0,0.046153846,0.051749986,0.114797137,0.042232278
510,"In addition, a number of other energy sources including hydro and other renewable energy sources will continue to enjoy attention in Namib-ia‰Ûªs energy mix.",5,0,0,0.040257649,0.13226709,0.043309544,0.051851852,0.033670034,0.031339031,0.047930283
511,"However, building new electricity-generation capacity is time-consuming and does not address the immediate supply constraints.",5,0,0,0,0,0.049525224,0,0.196218275,0.083064497,0
512,"It will be necessary, therefore, to continue addressing the demand side by promoting electricity-saving technologies and offering energy audits to industry and house-holds.",5,0,0,0,0,0.098144883,0,0.041467305,0.078272605,0
513,"In addition to improving access to electricity for heating and lighting, the accessi-bility of rural areas to the Internet via power line telephony (PLT), power line communication (PLC) and satellite communications offers new possibilities of universal access to information.",5,0,0.122474505,0,0.068564523,0.268817582,0,0.259215067,0.125078174,0.192300249
514,"Thus, a lack of telephone lines will not limit such access.",5,0,0,0,0,0.086166523,0,0.323760367,0.168498168,0.100840336
515,"Furthermore, lower access prices are required to bridge the ICT divide ‰ÛÒ certainly something the Regional Electricity Distribution (RED) companies and NamPower could strive to achieve during the NDP4 period.",5,0,0.026841845,0.033187607,0,0,0.048756982,0.063282281,0.088790361,0.04497636
516,"By 2017, Namibia will have in place adequate base load energy to support industry development through construction of energy infrastructure and the production capacity would have expanded from 400 to more than 750 mega watts to meet demand.",5,0,0,0.069447014,0.038380519,0.115259211,0,0.026280354,0.097059637,0
517,"Currently, over 85.5% of all Namibians have access to potable or safe water: a significant achievement.",5,0,0,0.067193676,0,0.067947444,0,0.060606061,0.174825175,0.213237145
518,"However, the limited availability of bulk water could become a key constraint ‰ÛÒ if it is not already so, especially for mining develop-ments at the coast.",5,0,0.03753213,0.051150895,0,0,0.115284312,0,0,0.275622514
519,"The fishing industry, too, may be affected to some extent.",5,0,0,0,0,0,0,0,0,0
